Title,Date,Article_content,type
Eradicating rabies,"2010-12-06 13:30:55							6						 				2611","Lanka is on the verge of eradicating rabies and no rabies related deaths have been reported in any part of the country in the last four months, Health Minister Maithripala Sirisena said today	Minister Sirisena attributed this achievement to the successful solid waste management carried out connected with the dengue prevention and control programmes in the country.	�The dengue control programmes carried out by the Health Ministry with the assistance of the Presidential Task Force on Dengue Control and other government agencies such as the environment, local government and provincial council, and education ministries and armed forces and police have done a great job in solid waste management and the cleaning of townships and road sides. This prevented the breeding of stray dogs, cats, rats and other harmful animals and it also contributed to minimize dog bites,� he added.	Minister Sirisena said if the public, the government and the private sector could maintain this momentum and keep their environment clean and tidy it will immensely help to control not only rabies but other communicable diseases such as dengue, leptospirosis, typhoid and even dysentery.	Meanwhile, Director Rabies Control Programme (RCP), Dr. P.L.Harischandra said 6,93,000 dogs and 53,000 bitches have been sterilized this year.	He said there was a sharp decrease of the number of rabies related deaths this year in comparison to last year.	There were only 36 deaths until the end of November this year and the total number of deaths stood at 58 in 2009. The RCP expects to sterilize 6,93,000 dogs and bitches this year at a cost of Rs. 350 million, Dr. Harischandra said. (Sadun. A . Jayasekara)",dengue
State dengue breeders beware,"2010-12-05 04:30:25							2						 				2500","Health Minister Maithripala Sirisena has ordered the National Dengue Control Programme today to take legal action against heads of state institutions where mosquito breeding is witnessed continuously and to hand over the list of institutions to the Presidential Task Force for Dengue Eradication, Ministry Media Secretary W. Wanninayake saidHe said that the Ministry has identified that most institutions clean such breeding places only when an eradication week is declared. �Bus depots, police stations and court premises are the most prominent as neglected tyres, vehicles and barrels are dispersed in the vicinity�, he said. The Dengue Eradication Programme was declared from December 1 to December 7. Under this programme mosquito breeding sites are to be located and anyone deemed to be responsible for creating an environment conducive for mosquitoes to breed would be penalized to the fullest extent.In the same week Government offices are to be inspected the programme would move on to cover all the unused lands simultaneously. (Supun Dias)�",dengue
Beware of tainted food,"2010-11-14 08:30:25							10						 				3342","By Yohan Perera The Colombo Epidemiologist Unit today warned the public to be vigilant when purchasing herbs and frozen food items as they might be contaminated due to the recent floods.Head of the Colombo Epidemiologist Unit Dr. Sugath Peiris told Daily Mirror that the public should be careful when purchasing herbs as there was a possibility that the these items would have got contaminated as a result of the polluted water which may have even contained excreta flowing towards the plantations. �Further he stated that the public should be careful when purchasing items such as ice cream and chicken from the shops which were submerged during the floods as they too may have come to contact with the flood water. �Three teams led by Directors of Health Ministry have been deployed to inspect these food items and destroy any contaminated food. These teams will also monitor the spread of any communicable diseases such as Cholera and Dengue�, Dr. Peries saidMeanwhile the Public Health Department of the Colombo Municipal Council (CMC) is also keeping a watchful eye on the situation.",dengue
Panadol Sahana Balakaya Helps Colombo Battle  Deadly Dengue Outbreak,"2010-10-25 06:07:12							0						 				4822","The 2010 'Panadol Sahana Balakaya' a two week long, clean up drive of the city of Colombo that involved members of Rotary District 3220 - Sri Lanka, Rotarians, Rotaractors, Interactors, Police, Corporate and other volunteers, in addition to children drawn from 143 schools in Colombo, who joined hands with local Public Health Inspectors and Municipal Health Workers of the Municipal Council of Colombo, recently concluded its first phase of activity. Official data indicated the number of confirmed cases in July 2010, when the 'Panadol Sahana Balakaya' came into action, was 434 and the number of cases for the month of August was declared at 260 (a reduction of 67%). The Panadol Sahana Balakaya is thus proud to have played a part in the obtaining these results. The approach that defined the uniqueness of the 'Panadol Sahana Balakaya,' was that in addition to house-to-house visits that covered all 47 wards in the city of Colombo, the 'Panadol Sahana Balakaya' also engaged in a mindset change of Colombo residents via grassroots education on the causes of Dengue and the breeding habits of this mosquito.The 'Panadol Sahana Balakaya' was also ably assisted by an informative television ad campaign sponsored by Panadol -� a brand of Paracetamol - that highlighted, the link between careless waste disposal in the home and how Dengue breeding grounds are created. The commercial, in order to transmit the urgency and seriousness of the issue, utilized graphic visuals, in order to drive home the message that the first step in eradicating Dengue, was in the home.In addition to the distribution of leaflets and educational activities (conversations), the 'Panadol Sahana Balakaya' also focused their attention on flat roofs, poorly maintained gutters, water containers, unkempt gardens, tree holes, construction sites and abandoned lands, that all played host to this deadly infliction.Chief Medical Officer of the Colombo Municipality, Dr. Pradeep Kariyawasam commenting on the results said, ""The density of mosquitoes in the Colombo Municipal Area has dropped significantly, complemented by also a reduction in the number of Dengue cases. The efforts of this force in also teaching Colombo residents on effective and healthy household environment management practices, is also a commendable action in ensuring the 'Panadol Sahana Balakaya' was an effective partner in contributing to these results.""Sachi Thomas, Managing Director of GSK Consumer Healthcare - Sri Lanka commenting on the latest results said, ""Panadol is happy to have partnered with the members of Rotary District 3220 - Sri Lanka, alongside a host of volunteers, in order to make a significant contribution in aiding the mindset/ perception change of Colombo residents as to the consequences of this deadly disease. It is my sincere hope that Colombo residents are now more aware of the nature of Dengue and support all stakeholders involved, especially the Colombo Municipality. As the monsoon prepares to lash the city of Colombo again, a concerted multi-party effort by the public, private entities and the state is required in order further cement the results achieved thus far.""",dengue
Lanka turns red,"2010-09-11 09:17:39							5						 				3618","An assessment by the Indian Union health ministry, with help from data compiled by the Centre for Disease Control, Atlanta, has found that Sri Lanka is among countries facing a serious outbreak of dengue, the Times of India reported today.Being called by the WHO as the most rapidly spreading mosquito-borne viral disease in the world, experts say that an estimated 50 million dengue infections are occurring annually and 2.5 billion people live in dengue-endemic countries. According to the latest global figures, in the southeast Asia region (SEAR), till July 10, Indonesia recorded 80,065 cases of dengue, Thailand 57,948 (till August 20), Sri Lanka 28,955 and Myanmar 12,000. In comparison, India recorded around 6,885 cases till August 10, Maldives 550, Bangladesh 76, Bhutan 16, Nepal 2 and Timor Leste 473. While the SEAR recorded a total of 1.67 lakh cases of dengue fever till July, the virus killed 339 people in the region during the same period. Bhutan recorded the highest case fatality rate of 2.28 followed by Sri Lanka 0.99, Indonesia 0.89, Myanmar 0.75 and India 0.62. Times of India today quoted India�s Union health secretary K Sujatha Rao as saying, ""Dengue is in all parts of the world now. Figures show Delhi has recorded just over 1,652 cases, which is small when seen in comparison to the population of the state. It's not like countries issuing travel advisories themselves aren't reporting dengue cases."" ""This is just a game. There should have been a travel advisory against visiting US when the country was seeing a major outbreak of H1N1 swine flu a few months back. Nothing happened then. Delhi is completely safe. The numbers in India are small compared to countries like Thailand, Indonesia and Sri Lanka,"" Rao added.",dengue
Prevention begins now,"2010-09-01 16:16:53							3						 				2487",First Lady Shiranthi Rajapakse is seen actively participating in eradicating dengue by fumigating an area in Colombo. Pic by Lalith Welvitigoda,dengue
BTI to be tested,"2010-08-30 08:20:23							6						 				2686","The locally manufactured�BTI will be used for the first time in a pilot project tomorrow at Matakuliya and Peliyagoda to control the spread of dengue mosquitoes, Health Minister Maithripala Seirisena said today.The local BTI was produced by a Sri Lankan firm, Bio power, but was yet to be tested in the country.� (S.A.J)",dengue
Bail for H'goda,"2010-08-27 09:26:27							6						 				6337","Victor Hettigoda, the Chairman of the Hettigoda Group of Companies was released on bail today by the Mount Lavinia Magistrate�after a case was filed by the Public Health Inspector regarding some pits�at the Siddalepa manufacturing plant, where dengue mosquitoes bred.			The case will be heard gain on October 1st. (AW)",dengue
Dengue awareness campaign,"2010-08-25 10:12:09							0						 				2523",Opposition leader Ranil Wickramasinghe is seen here addressing a media briefing on a dengue awareness campaign this morning. The UNP plans to distribute handbills regaring dengue awarness to the public. Deputy leader Karu Jayasuriya and Dr. Jayalath Jayawardene are also seen here. Pic by Kithsiri de Mel,dengue
Cricket vs dengue,"2010-08-25 08:18:49							0						 				2261","While cricketers prepared to take to the field today at Dambulla for a tri-series match, officials took no chances with the mosquitoes. A worker is seen here fumigating the cricket ground as a precautionary measure. Pic by Kanchana Kumara Ariyadasa",dengue
No place to hide,"2010-08-22 09:09:08							1						 				2564","The three armed forces organized a clean up campaign in Kotehena this morning to prevent the dengue menace spreading in the area.� The picture shows an Army officer taking part in the dengue clean up campaign. Pix by Pradeep Dilrukshana���								�",dengue
Combating dengue,"2010-08-21 14:00:44							3						 				2170","Eastern Provincial Councilors are seen here taking part in a dengue awareness campaign today�in Trincomalee town, during the dengue awareness week. Pix by Amaradoru Amarageewa",dengue
Mervyn testifies,"2010-08-20 13:40:19							41						 				7364","�Former Deputy Minister Mervyn Silva gave evidence today before the SLFP disciplinary committee appointed to inquire into the recent incident where he tied a Samurdhi official to a mango tree, officials said 	�	The three member committee met for over two hours today as they began the hearing into the former Deputy Ministers actions. 	�	Former Deputy Minister Mervyn Silva tied a�Samurdhi officer to a mango tree on August 3rd over his failure to attend a dengue prevention programme in Kelaniya. The official was however later released while two other women and a man were also reprimanded by the Deputy Minister over their failure to attend the same programme. 	�	Several days later more than 3000 Samurdhi officers forced themselves into the Kelaniya Divisional Secretariat in order to stage a protest against Mervyn Silva. (Daily Mirror online)",dengue
PUC fraud claims,"2010-08-19 14:28:37							1						 				2675","By Indika Sri Aravinda			The Opposition and UNP councilors of the Peliyagoda�Urban Council (PUC) have urged the Chief Minister of the Western province to dissolve the municipal council or appoint a special commissioner to look into the administration as a result of alleged corruption and irregularities taking place at the council.		In a letter the councilors informed Chief Minister Prasanna Ranathunge about the alleged financial irregularities including providing contracts without tenders, dengue prevention campaigns, committing financial fraud by providing projects to private contractors, hiring employees to the�urban council through the chairman�s sole decision, which have taken place for the last 3 years. 		Special focus has been centered to an incident in which a sum of Rs 35 million was spent without necessary approval to clean the canal system within the Peliyagoda�urban council. 		Nine councilors serve at the Peliyagoda urban council while 6 UNP councilors serve in the opposition. 		Municipal councilor Anton Biyanwila said the opposition party has lodged a complaint with the Commission of Bribery and Corruption against the arbitrary behavior of the chairman.�� 		Therefore, several municipal projects have been stalled and land belonging to the council have been given to outside individuals without a tender. 		An order has been issued to the commissioner of the Western province administration department to conduct an investigation into this municipal council immediately. 		When Daily Mirror online queried regarding the investigation, the commissioner of the department, H. Sumanapaala said that he has received advice from the investigation director to commence investigations in the municipal council. 		Subsequent to the investigation, a decision will be made to dissolve or to appoint a special commissioner for the municipal council. (Daily Mirror online)",dengue
Meeting for Mervyn,"2010-08-18 20:35:38							40						 				11285","By Indika Sri AravindaA section of the Buddhist clergy from Gampaha are preparing to hold a convention in Colombo to urge the government to reinstate former Deputy Minister of Highways Mervyn Silva to his government post. Accordingly, the conference will be held on Friday and the clergy are preparing to submit a signed petition to President Mahinda Rajapaksa following the conference, sources close to the former Deputy Minister told Daily Mirror online.Some 1500 members of the clergy are expected to sign the petition pressuring the President to reinstate the former Deputy Minister, sources added.Mervyn Silva was removed from his government post after he tied a Samurdhi official to a tree recently over his failure to attend a dengue eradication program in Kelaniya. (Daily Mirror online)",dengue
Negligence!,"2010-08-17 16:30:16							11						 				4122","These pictures which were captured by a Daily Mirror online reader in Dehiwala shows the negligence by the Dehiwala-Mount Lavinia Municipality in cleaning up their area at a time when dengue has taken the lives of many. This drain is situated close to a school and the Dehiwala zoo.										�",dengue
Helping for a cause,"2010-08-17 08:27:43							0						 				2136",An officer of the Civil Defense Force is seen here cleaning the drain during a dengue awareness campaign in Imbulgoda today. The Civil Defense Force from Seruwila and Kantale are involved in this campaign. Pic by Indraratne Balasuriya,dengue
BTI not solution,"2010-08-16 07:07:37							18						 				3419","The Acting Minister of Health Mahinda Amaraweera says the BTI bacteria is not the key solution to fight Dengue but instead its keeping the surroundings clean that will really help.Minister Amaraweera, who was speaking at the launch of the Dengue week by the Colombo Municipal Council (CMC) today, said many are talking about the BTI bacteria today but few are interested in keeping their soundings clean. (YP)",dengue
Yuvraj has dengue,"2010-08-15 07:58:58							24						 				8266","By Asanga Gammanpila			Star Indian cricketer Yuvraj Singh who is currently taking part in the Sri Lanka Triangular Series has contracted dengue, Indian cricket captain Mahendra Singh Dhoni announced at a press conference in Dambulla today.			Yuvraj Singh who is a middle order batsman for the Indians scored 5 runs against the New Zealanders in the opening match of the Sri Lanka Triangular Series 2010 currently in progress.",dengue
Lending a hand,"2010-08-14 11:05:18							0						 				2534","The Sri Lankan Air Force with the collaboration of the Army, the Police, the Colombo Municipal Council and the assistance of the public launched a dengue prevention campaign in Slave Island today. Pix courtesy Sri Lanka Air Force",dengue
BTI to finally arrive,"2010-08-12 15:53:14							6						 				2956","��	By Sandun A. Jayasekera	�	A consignment of 10,000 units of BTI to be used as a biological means of controlling dengue will arrive in Sri Lanka in the next two weeks, the Cuban Ambassador in Sri Lanka Nirisia Castro Guevara said.	�	Ambassador Guevara, who is back in Colombo after a holiday in Cuba said the Anti Malaria Campaign, had opened the Letter of Credit some three weeks ago and the Cuban chemical factory had completed the manufacture of BTI.	�	�We opened an LC for Rs.30 million for the manufacture and import of BTI and the Cubans were to start production on the receipt of the funds and the production order. But the closure of the Cuban embassy has delayed the process. We are expecting their response and are keen to get down the BTI as early as possible,� Anti Malaria Campaign Director Dr. Sarath Deniyage said.	�	He said the BTI was being purchased as a government to government transaction and the Cuban embassy was handling the matter on behalf of Cuba.� 	�	Amid the number of dengue patients rising to 25,347 and dengue deaths to 186, the delay in the import of BTI has caused uneasiness among health authorities.	�	Health Minister Maithripala Sirisena said the 10,000 units of BTI would be used in a pilot project at Kandy, Gampola and Akurana before its use on a national level.��������� 	�	He said he would set up a separate department for the control and prevention of dengue.	�The new Dengue Control Department will use human and material resources of the now defunct Malaria Control Department. It will monitor and carry out all work relating to dengue prevention and control all round the year,� the minister said.	�	He said a cabinet memo will be submitted shortly in this regard and the department will be in place before the end of this year.	�",dengue
Trying to compare�,"2010-08-12 07:25:50							0						 				2862","Health Minister Maithripala Sirisena is seen here using a chart to compare the figures of those affected by dengue last year and this year, during a distribution ceremony today of the plasma expander Dextan 40, a life saving drug prescribed for patients suffering from Dengue Hemorrhagic Fever.� Pic by Kithsiri de Mel",dengue
Mervyn sacked,"2010-08-10 15:18:28							71						 				24847",The government announced a short while ago that Deputy Minister Mervyn Silva has been removed from his post in the government following a disciplinary inquiry held this evening over his recent conduct.Government sources further added that Silva has also been removed from the membership of the Sri Lanka Freedom Party (SLFP).Silva tied a Samurdhi officer to a mango tree last week over the failure by the officer to attend a dengue prevention programme in Kelaniya.The move caused island wide protests by Samurdhi officers who demanded the government to take legal action against the Deputy Minister.WATCH,dengue
Basil to settle dispute,"2010-08-09 07:51:45							35						 				6422","By Indika Sri Aravinda			Economic Development Minister Basil Rajapaksa has invited Samurdhi officials for talks on Wednesday to resolve the dispute created over the actions of Deputy Minister Mervyn Silva.		Joint Samurdhi trade union co-convener Nishantha Udawatta speaking to Daily Mirror online said that several government Ministers are expected to attend the talks but was not sure if Deputy Minister Mervyn Silva will also attend the talks.		Samurdhi officials are continuing their boycott of dengue prevention programs in protest over Deputy Minister Mervyn Silva�s actions last week where he tied a Samurdhi official to a tree over his failure to attend a dengue prevention program.		Udawatta said that a one week deadline will be issued to the government on Wednesday during the talks demanding that the Deputy Minister publicly apologize for his actions failing which a complaint will be lodged with the human rights commission.		Cabinet Spokesperson Minister Keheliya Rambukwella had said last week that a group of government members including cabinet ministers were going to meet President Mahinda Rajapakse in order to request him to take drastic action against Deputy Minister Mervyn Silva�s conduct. (Daily Mirror online)",dengue
CMC warn schools,"2010-08-08 16:15:42							11						 				3091","By Yohan Perera The Colombo Municipal Council (CMC) warned today that it will be compelled to take action against 14 principals of leading schools in the city if the schools did not keep their premises clean to prevent the spread of dengue.This comes after 20 children who were staying in a hostel in a leading school in Colombo got infected with dengue recently. CMC Chief Medical Officer Dr. Pradeep Kariyawasam told Daily Mirror that the council would be compelled to take these schools to courts as they have continuously turned a deaf ear to the continuous requests made by the council to keep the premises clean. Referring to the situation in the school where 20 dengue cases were reported, he said it was found that stagnated water in the basement of the school auditorium may have caused it. He said this was uncovered at an inspection carried out in the school by the officers attached to the CMC�s public health department. He said quick action is essential as more than 50 percent of the dengue cases reported from the Colombo City are children. Dr. Kariyawasam stressed the need for changing the school hours as the peak hour which the Dengue mosquito moves is around 7.30 in the morning.� �Change of school hours is needed as there is no point in sending children to a school in the main city of the country and expose them to dengue mosquitoes,� he pointed out. He said cleaning up of premises continuously is essential considering the nature of the life cycle of the mosquito. He explained that dengue mosquito egg can survive for months even on a dry surface while a tea spoon full of water is enough for the breeding of the mosquito. While stating that the CMC is carrying out cleaning campaigns continuously in and around Colombo.",dengue
Officers write to Minister,"2010-08-06 03:27:51							13						 				4765",By Indika Sri AravindaSamurdhi officers have written to Health Minister Maithripala Sirisena putting down several conditions including a demand for an apology from Deputy Minister Mervyn Silva over his actions.A spokesman for the Samurdhi officers trade union told Daily Mirror online that they will continue to boycott anti-dengue programs until the Health Minister gives a favorable response to their demands.The trade union also warned that they will seek more support for their protest against Deputy Minister Mervyn Silva if their demands are not met. The Samurdhi officers are outraged over the action taken by the Deputy Minister to tie a fellow officer to a tree this week over his failure to take part in a dengue prevention awareness program. (Daily Mirror online),dengue
Prevention begins now,"2010-08-05 11:28:40							0						 				1833",Minister Maithreepala Sirisena is seen here showing a vial to Minister Dullas Alahapperuma during a dengue awareness programme held in Dehiwala today. Pic by Kithsiri De Mel,dengue
Dengue fine to increase,"2010-08-05 10:53:57							14						 				3193","The government is planning to increase the fine imposed on dengue breeders from Rs. 650 to Rs.15,000 by amending the Municipal Council, Town Council and Pradeshya Sabha Acts.		Local Government and Provincial Councils Ministry Secretary Dr. Nihal Jayatilaka addressing a media briefing today said that according to the amendments, the violators will also have to pay Rs. 200 a day till such time they destroy the mosquito breeding places. (SAJ)",dengue
Mervyn pleads innocent,"2010-08-04 10:20:30							51						 				12414","Deputy Minister Mervyn Silva, speaking in parliament a short while ago, said that he did not tie the samurdhi officer to a tree yesterday but the officer tied himself in order to set an example�to others to support the anti dengue initiate of the Deputy Minister.	The Deputy Minister also read a letter from the samurdhi officer. Meanwhile the opposition castigated the Deputy Minister for his action. (KB & YP)",dengue
UPFA mum on Mervyn,"2010-08-04 08:15:36							31						 				10527","By Jamila Najmuddin		The ruling UPFA today distanced itself from the conduct of Deputy Minister Mervyn Silva saying his behaviour yesterday where he had tied a Samurdhi officer to a tree did not reflect the position of the party.		UPFA General Secretary Susil Premajayanth speaking to Daily Mirror online said that Deputy Minister Silva�s actions yesterday were merely his own and did not have anything to do with the party or the government. �This was purely his own conduct and had nothing to do with the party. Therefore I do not want to comment,� Minister Premajayanth said.		Meanwhile Samurdhi officers will hold an island wide protest campaign tomorrow against the action of Deputy Minister Silva.		The General Secretary of the All Island Samurdhi Development and Agricultural Research Production Assistants Officers Society, Jagath Kumara told journalists that the protest will take place outside the Divisional Secretary offices in various parts of the country. 		Due to the conduct of Deputy Minister Silva tying a Samurdhi officer to a mango tree yesterday and severely reprimanding three other officers, two of whom were females, Samurdhi officers have decided to suspend their participation in dengue eradication programmes islandwide until disciplinary action is taken against him.		President of the All Ceylon Samurdhi Workers Association Nishantha Udawatta said that all associations affiliated to the Samurdhi Authority have decided to support the strike and will also seek legal action against the Deputy Minister. (Daily Mirror online)	�	�",dengue
Samurdhi officers at war,"2010-08-03 15:41:58							75						 				17288","By Indika Sri Aravinda			Samurdhi officers have decided to suspend their participation in dengue eradication programmes islandwide until disciplinary action is taken against Deputy Minister Mervyn Silva for tying a Samurdhi officer to a tree today.		President of the All Ceylon Samurdhi Workers Association Nishantha Udawatta speaking to Daily Mirror online said that all associations affiliated to the Samurdhi Authority have decided to support the strike and will also seek legal action against the Deputy Minister. 		Deputy Minister Silva tied a Samurdhi Officer to a mango tree this afternoon over his failure to attend a dengue prevention programme in Kelaniya last week. (Daily Mirror online)",dengue
Law in my hands,"2010-08-03 10:34:20							60						 				13080",Deputy Minister Mervyn Silva is seen here on the phone after having a samurdhi officer�tied to a tree over his failure to attend an anti dengue program in the area. Pic by Samantha Perera,dengue
Mervyn ties man to tree,"2010-08-03 09:16:03							167						 				37666","By Gandhya SenanayakeDeputy Minister Mervyn Silva tied a�samurdhi officer to a mango tree a short while ago�over his failure to attend a dengue prevention programme in Kelaniya last week.The official was however later released while two other women and a man were also reprimanded by the Deputy Minister over their failure to attend the same programme.The Deputy Minister also severely warned one of the lady officers after she raised her strong objections in seeing the male samurdhi officer being tied to a tree.The Deputy Minister warned her to be quiet if not suffer a similar fate. Deputy Minister Silva however said that that the media report that a child in his electorate had died due to dengue was untrue because the child was not from his electorate. The man who was tied to the tree however said he could not attend the event as his child�was ill the day the programme was conducted.��The event took place amidst the presence of journalists who were invited by the Deputy Minister to witness the incident.��	Deputy Minister Silva further stated that this was only the first warning to the officials and further action would be taken if incidents of this nature continued.	�	The three officials who pleaded their innocence claiming that they did attend the prevention programme were told by the Minister to prove their presence. 		Furthermore he said that if people had misled the Minister by giving false information about their absence, those people would be produced in front of the three officials so that they could be slapped. (Daily Mirror online)			SEE PICS: http://www.dailymirror.lk/index.php/news/images/5549-law-in-my-hands.html			WATCH",dengue
Mervyn to punish officials,"2010-08-02 17:30:40							48						 				7119","By Gandhya Senanayake			Deputy Minister Mervyn Silva says he has decided�to take disciplinary action against a group of government �officials� from the Kelaniya area who had failed to take part in a dengue prevention drive. 		Speaking to Daily Mirror online a short while ago the Deputy Minister said that the officials will be produced before the public tomorrow over their failure to take part in the dengue prevention drive and the public will decide what to do with them.		�I will take stern action against those officials, whoever they are, and let the public deal with them because they did not do their duty to stop this dengue menace which has taken the lives of innocent children,� the Deputy Minister told Daily Mirror online.		The media unit of the Deputy Minister said that a child had become the victim of dengue in the Kelaniya area and this was what�led the Deputy Minister to decide on disciplinary action.		Mervyn Silva had last week said he would not let any dengue deaths occur in Kelaniya after August 1st and if a death does occur, officials of the relevant authorities will be tied to a tree as punishment.		He had said that measures should be taken to clear all areas by August 1 and officials shouldn�t be afraid to nab offenders who throw dirt on to the road. (Daily Mirror online)",dengue
Blowing them away,"2010-08-02 16:15:43							10						 				2960",Health Minister Maithripala Sirisena is seen here using a fumigation machine to spray mosquito repellents near the Colombo National Hospital. The Minster vowed to use this technique to protect every residence against the dengue menace in Colombo. Pix by Danushka Silva,dengue
Mervyn speaks,"2010-08-01 06:38:33							0						 				10217","Daily Mirror online caught up with Deputy Minister of Highways Mervyn Silva to discuss the state of the road network, the dengue issue and concerns about the attitude of the Deputy Minister.",dengue
Do your part says MR,"2010-07-29 13:37:37							36						 				3886","By Ajith Lal Shantha Udaya and P.A.K Wijesundara			President Mahinda Rajapakse stated that the public should take a stand and �do their duty� towards the country instead of expecting the government �to do everything�. He made the comments with regard to the dengue situation prevailing in the country.		The President was speaking at the opening ceremony of the Maternity and Children�s Ward of the Ratnapura General Hospital this morning, 		President Rajapakse said, �People should do their duty towards the country. They should take measures to clean their gardens and then we can eliminate this dangerous situation. The government can�t handle this situation on its own. We have to do this with the assistance of the public. Meanwhile we will also take measures to import medicine, dengue eradicating bacteria from other countries.� (Daily Mirror online)",dengue
Mervyn 'bans' dengue,"2010-07-28 12:51:56							71						 				10561","Deputy Minister of Highways Mervyn Silva said he would not let any dengue deaths occur in Kelaniya after August 1st and if a death does occur, officials of the relevant authorities will be tied to�a tree as punishment.		Speaking at a media briefing Deputy Minister Mervyn Silva said that he would take measures to tie the members of the Pradeshiya sabha, health officials, grama niladari officials and samurdhi officials to a tree located close to the dengue victim�s house.		He said that measures should be taken to clear all areas by August 1 and officials shouldn�t be afraid to nab offenders who throw dirt on to the road.		�Even if hotels have our photographs don�t be afraid to check these places. If someone comes to throw dirt they will leave the place only with a scar,� he said.�",dengue
Coastal clean up,"2010-07-24 13:56:42							0						 				2116",The Civil Defence Force and the Sri Lankan Army today held a dengue cleanup campaign in the Trincomalee district. Seen here are soldiers attached to the Civil Defence Force cleaning mosquito breeding spots along the coast of Trincomalee. Pix by Amadoru Amarageewa,dengue
Combating dengue,"2010-07-23 10:36:13							5						 				2008",The Army was called in to give a helping hand to combat the fast spreading dengue menace in the island. The picture shows army personnel talking to students at a dengue cleanup project at a school in Colombo-12 �today. Pix by Kithsiri De Mel,dengue
The latest trends in fashion?,"2010-07-21 17:02:47							9						 				4777","The latest production of the dress makers in the Badulla area is the Dengue kit, a costume specially designed to prevent the sting of Dengue mosquitoes. The costume comprising a jersey and a long pair of trousers is available for Rs. 600 in the textile shops in the Badulla market. Pic by Prasad Rukmal",dengue
Dengue week declared,"2010-07-21 08:53:16							28						 				3840","By Lakna Paranamanna 		The government has declared the third week of August as the National Dengue Prevention week where cleaning campaigns as well as dengue prevention and awareness campaigns will be carried out islandwide.		Health Minister Maithripala Sirisena speaking at the Local Government Symposium held today said that they have also taken steps to reserve the first and second Mondays and the third and the fourth Saturdays as part of the National Dengue Prevention program to carry out activities which involve cleaning and dengue awareness campaigns. 		�During some of the surveys conducted in various provinces, it was discovered that more than 50% of households had turned into perfect breeding grounds for mosquitoes due to the lack of cleanliness,� the Minister said.� 		Meanwhile, a pledge was taken by all the officials at the Local Government Symposium which commenced to give the maximum contribution to ensure the prevention of dengue as well as other diseases transmitted through mosquitoes. 		This year so far, 158 dengue related deaths have been reported while more than 21,000 dengue cases have been reported countrywide.� 	�",dengue
Cleanup operations,"2010-07-21 08:19:48							0						 				3085","While dengue has raised its ugly head in many parts of the island, the STF is seen here taking part in a cleanup operations to minimize the rising number of dengue cases. Pics By Nisal Baduge",dengue
Papaya leaf to the rescue,"2010-07-18 12:15:27							13						 				9030","Papaya leaf juice mixed with honey will increase the blood platelet level of dengue patients, claimed a doctor who had treated 20 patients�using this method.		Dr. S.M.N. Ameen, a doctor at the Welipitiya ayurveda hospital has treated 20 patients using this treatment. Dr. Pradeep Kumara at the Matara general hospital said although he didn�t know the scientific background regarding the papaya treatment, said there were no complications in giving papaya leaf juice in between liquid diets.�		Medical Superintendent of the Aparekka district ayurveda hospital, Dr. W.K.M. Abeysekara also said the juice of the papaya leaf�increases the blood platelet level in humans.�(Daily Mirror online)",dengue
Dengue inspectors assaulted,"2010-07-18 06:57:13							19						 				4165","By Amadoru AmarageevaA group of Public Health Inspectors (PHI) who visited a village in Trincomalee last evening to inspect dengue breeding sites were assaulted by the father of a girl who died of dengue a few weeks ago, the Trincomalee police said today.According to the police one PHI was admitted to hospital following the assault which took place when the inspectors visited the Palaithu village in Trincomalee as part of the nationwide program to eradicate the spread of dengue.The police also said that some of the equipment used by the public health inspectors were also damaged during the incident. The father of the girl who had died after contracting dengue was subsequently arrested by the police over the assault. (Daily Mirror online)",dengue
No mosquitoes here...,"2010-07-17 07:27:09							3						 				2444",Public health inspectors carried out�checks on houses in Maradana today and stuck bills on�homes�which are�free of dengue breeding sites. Pics by Varuna Waniiarachchi,dengue
"Official fined Rs. 10,000","2010-07-16 06:39:10							9						 				3572","A government official was fined Rs. 10,000 by the Mount Lavinia additional Magistrate today for having mosquito breeding grounds at his residence in Ratmalana. The official is a Manager at the National Livestock Development Board.		It was reported yesterday that areas under the jurisdiction of the Municipality of Dehiwala and Mt Lavinia are to be declared a Dengue Prone Zone.		The declaration became necessary to concentrate efforts to eradicate dengue following a steady increase in the number of persons infected with the disease in the area. �(AW)	�",dengue
Cleaning schools a must,"2010-07-15 08:00:25							11						 				3485","By Lakna ParanamannaReserving half an hour off two days each week to clean school grounds and classrooms has been made compulsory in every school by a circular 2010/22 issued today by the Education Ministry to prevent the spread of Dengue. Education Ministry Secretary Sunil S. Sirisena said, �It is important for the schools to contribute to prevalent National Dengue prevention programs that are being carried out throughout the country.� Speaking further he pointed out that as the rainy season triggers mosquito breeding rate, it is essential for the school administrations to ensure that school grounds as well as the surrounding environment is kept clean and free of mosquito breeding grounds. The circular has also addressed the importance of maintaining a clean environment in schools as well as other educational institutions such as National Colleges and Education offices whilst maintaining proper waste management systems.The circular expresses the importance of implementing a system where students obtain the opportunity to educate their communities regarding Dengue prevention. Additionally, each school is also advised to appoint a committee to look into the dengue prevention activities of the school.",dengue
